snomed_id_1	snomed_label_1	snomed_id_2	snomed_label_2	rater_A	rater_B	rater_C	rater_D	rater_E	mean_rating	CUI_1	CUI_2
44054006	Type 2 diabetes mellitus	239872002	Osteoarthritis of hip	0.0	0.0			1.0	0.3333333333333333	C0011860	C0029410
38822007	Cystitis	49650001	Dysuria			2.0	2.0	3.0	2.333333333333333	C0010692	C0013428
268612007	Senile and presenile organic psychotic conditions	19429009	Chronic ulcer of skin			0.0	0.0	2.0	0.6666666666666666	C0154308	C0157738
163513009	O/E - vertex presentation	163538004	O/E - fetal movements felt	1.0		2.0	2.0		1.6666666666666667	C0437148	C0437171
90199006	Transurethral prostatectomy	267064002	Retention of urine	1.0	2.0	2.0			1.6666666666666667	C0040771	C0080274
61582004	Allergic rhinitis	405720007	Allergic bronchitis	1.0		2.0	2.0		1.6666666666666667	C2607914	C1260881
162388002	Has a sore throat	162358006	Unilateral earache		1.0		2.0	2.0	1.6666666666666667	C0423630	C0423626
16114001	Fracture of ankle	75591007	Fracture of fibula			2.0	2.0	1.0	1.6666666666666667	C0159877	C0149699
4556007	Gastritis	397881000	Diverticular disease			1.0	1.0	2.0	1.3333333333333333	C0017152	C4317009
71620000	Fracture of femur	2089002	Osteitis deformans			3.0	1.0	1.0	1.6666666666666667	C0015802	C0029401
268918008	O/E - oedema	163538004	O/E - fetal movements felt	1.0	0.0			0.0	0.3333333333333333	C0475103	C0437171
267096005	Frontal headache	15805002	Acute sinusitis		1.0		2.0	3.0	2.0	C0239886	C0149512
304252001	For resuscitation	251992000	Fluid intake	0.0	0.0	1.0			0.3333333333333333	C2587207	C0429791
282100009	Adverse reaction to substance	363679005	Imaging	1.0		0.0	0.0		0.3333333333333333	C0559966	C0011923
39204006	Pyloric ulcer	405729008	Haematochezia	3.0	3.0			1.0	2.333333333333333	C0240848	C0018932
3951002	Proctitis	24526004	Inflammatory bowel disease			2.0	2.0	2.0	2.0	C0033246	C0021390
161573009	H/O: cardiac anomaly	275550008	H/O: gallbladder disease	0.0	0.0	0.0			0.0	C0455576	C0558976
171250001	Urine screening normal	171221008	Heart disease screening	1.0	0.0	0.0			0.3333333333333333	C0438141	C0420042
473327001	Complaining of erectile dysfunction	268523001	Target weight discussed	1.0	0.0	0.0			0.3333333333333333	C3532797	C0419897
84757009	Epilepsy	313307000	Epileptic seizure	3.0	3.0	3.0			3.0	C0014544	C4317109
26929004	Alzheimer's disease	399912005	Pressure ulcer	1.0		1.0	1.0		1.0	C0002395	C0011127
391095006	H/O: fracture	248021000000105	Current non recreational drug user	1.0	0.0	0.0			0.3333333333333333	C1272071	
162465004	Symptom severity	170680007	Follow-up psychiatric assessment		0.0		0.0	0.0	0.0	C1319166	C0204496
231480002	Opium dependence	268645007	Nondependent alcohol abuse			2.0	2.0	2.0	2.0	C0338777	C0338709
304253006	Not for resuscitation	363358000	Malignant tumour of lung	3.0		1.0	0.0		1.3333333333333333	C0582114	C0242379
267013003	Past pregnancy outcome	268475008	Outcome of delivery	1.0		2.0	2.0		1.6666666666666667	C0438399	C0554814
161480008	H/O: epilepsy	161523006	H/O: respiratory disease			0.0	0.0	0.0	0.0	C0455511	C0455540
169838000	Baby male	16207008	Postmature infancy	1.0		0.0	1.0		0.6666666666666666	C0419384	C0021293
387800004	Cervical spondylosis	64859006	Osteoporosis		2.0		0.0	2.0	1.3333333333333333	C1384641	C0029456
72042002	Incontinence of faeces	162567005	Family aware of diagnosis	1.0	0.0	0.0			0.3333333333333333	C0015732	C0581130
56882008	Anorexia nervosa	48981002	Parasuicide	1.0	1.0	2.0			1.3333333333333333	C0003125	
161527007	H/O: asthma	275903009	H/O: carcinoma	1.0		0.0	0.0		0.3333333333333333	C0455544	C0559146
408947007	Alcohol abuse prevention education	304507003	Exercise education			2.0	1.0	1.0	1.3333333333333333	C1443465	C0582396
78459008	Double incontinence	314939008	Good sleep pattern	0.0		0.0	0.0		0.0	C0401155	C2364286
400047006	Peripheral vascular disease	233958001	Peripheral ischaemia	2.0	2.0			3.0	2.333333333333333	C0085096	C0235490
161939006	Breathless - moderate exertion	267039000	Swollen ankle region			2.0	2.0	3.0	2.333333333333333	C0425448	C0235439
441509002	Cardiac pacemaker in situ	56267009	Multi-infarct dementia	0.0	1.0			1.0	0.6666666666666666	C2712998	C0011263
263172003	Fracture of mandible	63148005	Murder	1.0		2.0	1.0		1.3333333333333333	C0024692	C0086660
847261000000104	Rheumatoid arthritis annual review	170847003	Rheumatology follow-up assessment			2.0	2.0	3.0	2.333333333333333		C0419924
57019003	Verruca vulgaris	395170001	Medication monitoring		0.0		0.0	0.0	0.0	C0043037	C0085421
269061001	Fracture of vertebra without spinal cord lesion	214031005	Motor vehicle traffic accident	1.0	2.0	2.0			1.6666666666666667	C0559043	C2939181
19824006	Infection of skin and/or subcutaneous tissue	48277006	Impetigo		2.0		1.0	2.0	1.6666666666666667	C0037278	C0021099
267031002	Tiredness symptom	57920007	Herpetic gingivostomatitis	1.0	0.0	0.0			0.3333333333333333		C0376379
822851000000102	Seasonal influenza vaccination	77386006	Pregnant			2.0	0.0	1.0	1.0		C0549206
1022441000000101	FBC - full blood count	1031081000000108	Liver function tests			1.0	1.0	0.0	0.6666666666666666		
225587003	Gastric reflux	398036000	Familial hypercholesterolaemia		0.0		0.0	0.0	0.0	C0558176	C0020445
387713003	Surgical procedure	248983002	Obstetric history	2.0		1.0	1.0		1.3333333333333333	C0543467	C0425963
45678008	Fracture of multiple bones of upper limb	9682006	Fracture of scapula	2.0	1.0	2.0			1.6666666666666667	C0347818	C0159667
340931000000101	Asthma trigger - warm air	340921000000103	Asthma trigger - tobacco smoke	2.0	2.0	3.0			2.333333333333333		
52643007	Candidal balanitis	419603000	Epidermoid cyst of skin	1.0		0.0	1.0		0.6666666666666666	C0276684	C0014511
165302008	Memory: important person known	165307002	Memory: address recall success	1.0	2.0			1.0	1.3333333333333333	C0423966	C0423971
267062003	Genitourinary symptoms	38996000	External haemorrhoids without complication	1.0	1.0			0.0	0.6666666666666666	C0426317	C0265041
40275004	Contact dermatitis	42984000	Night sweats	1.0	0.0			0.0	0.3333333333333333	C0011616	C0028081
232209000	Nasal obstruction	126660000	Deviated nasal septum	2.0	2.0	2.0			2.0	C0027429	C0549397
65323003	Polymyalgia rheumatica	400130008	Temporal arteritis	1.0		3.0	2.0		2.0	C0032533	C1956391
366979004	Depressed mood	310496002	Moderate depression	3.0	2.0			3.0	2.6666666666666665	C0344315	C0588007
237132003	Intermenstrual bleeding - regular	161786003	H/O: postcoital bleeding		2.0		2.0	3.0	2.333333333333333	C0547004	C0438053
314179000	Second hepatitis A and typhoid vaccination	414619005	Low dose diphtheria, tetanus and inactivated polio vaccination			2.0	1.0	0.0	1.0	C1278390	C1532147
47014000	Fibroma of prostate	396275006	Osteoarthritis		0.0		0.0	0.0	0.0	C0268885	C0029408
275911004	FH: Angina at greater than 60 years	313102001	Family history of neoplasm of breast	0.0	1.0	0.0			0.3333333333333333	C0559133	C0455356
419271008	Allergy to dog dander	232346004	Allergy to cat dander	2.0	2.0	2.0			2.0	C1631607	C0339805
271807003	Eruption	57920007	Herpetic gingivostomatitis	2.0	1.0			0.0	1.0	C0015230	C0376379
28743005	Productive cough	414087000	Emergency chronic obstructive pulmonary disease admission since last appointment	1.0	2.0			3.0	2.0	C0239134	C1532295
407560009	At risk of sexually transmitted infection	161775000	H/O: sheath usage		2.0		2.0	3.0	2.333333333333333	C1319898	C0438049
47949009	Normal libido	170728008	Poor visual acuity			0.0	0.0	0.0	0.0	C0233991	C0580104
161527007	H/O: asthma	161511000	H/O: TIA	1.0	0.0	0.0			0.3333333333333333	C0455544	C0455536
164847006	Standard ECG	162673000	General examination of patient	2.0		0.0	1.0		1.0	C0542504	C0436117
281078001	Education about alcohol consumption	161640005	High risk of heart disease	1.0	1.0			1.0	1.0	C0418859	C0581228
169553002	Insertion of subcutaneous contraceptive	171027002	Contraceptive implant education			2.0	2.0	3.0	2.333333333333333	C0458128	C0475846
35489007	Depressive disorder	57797005	Termination of pregnancy	1.0	1.0			1.0	1.0	C0011581	C1704300
391897002	Aspiration curettage of uterus for termination of pregnancy	176937008	Open bilateral ligation of fallopian tubes			2.0	1.0	1.0	1.3333333333333333	C0004050	C0404182
176548009	Standard circumcision	449826002	Phimosis			2.0	2.0	2.0	2.0	C0403328	C0031538
9468002	Closed fracture of carpal bone	447139008	Closed fracture of tibia	1.0	1.0			0.0	0.6666666666666666	C0009044	C0159870
2314005	Unprotected sexual intercourse	228463002	Number of sexual partners in past year	3.0	1.0			2.0	2.0	C1578545	C0556468
26843008	Antiphospholipid syndrome	55464009	Systemic lupus erythematosus	2.0	3.0	2.0			2.333333333333333	C0085278	C0024141
208393000	Fracture of metacarpal bone	18171007	Fracture of phalanx of finger			2.0	2.0	1.0	1.6666666666666667	C0272677	C0272694
170679009	Initial psychiatric assessment	231504006	Mixed anxiety and depressive disorder	1.0		2.0	2.0		1.6666666666666667	C1304734	C0338908
268522006	Obesity monitoring	397540003	Visual impairment	1.0		0.0	0.0		0.3333333333333333	C0344223	C3665347
169839008	Baby female	48782003	Delivery normal	1.0	1.0	1.0			1.0	C0419385	C1384485
401004000	Peak expiratory flow rate monitoring	161962008	No respiratory symptoms			2.0	2.0	2.0	2.0	C1303042	C0425443
84114007	Heart failure	8186001	Cardiomegaly	2.0		3.0	2.0		2.333333333333333	C0018801	C0018800
216312009	Place of occurrence of accident or poisoning	55566008	Accident	3.0		1.0	2.0		2.0	C0431140	C1961149
5972002	Delay when starting to pass urine	42063007	Sign or symptom of the urinary system			3.0	3.0	3.0	3.0	C0152032	C0278028
91302008	Sepsis	267064002	Retention of urine			2.0	1.0	1.0	1.3333333333333333	C0243026	C0080274
161773007	H/O: IUCD usage	228463002	Number of sexual partners in past year			1.0	2.0	1.0	1.3333333333333333	C0438047	C0556468
160273004	No FH: Hypertension	162001003	No cardiovascular symptom	1.0	1.0			1.0	1.0	C0455348	C0425561
324281000000104	Chronic kidney disease stage 3 without proteinuria	433144002	Chronic kidney disease stage 3	3.0	3.0	3.0			3.0		C2316787
302226006	Peripheral nerve disease	162811006	O/E - cataract present	1.0	0.0			0.0	0.3333333333333333	C4721453	C0347831
161140009	English as a second language	161158003	Immigrant			3.0	2.0	1.0	2.0	C0424920	C0282163
43364001	Abdominal discomfort	162147009	C/O pelvic pain	2.0	2.0	2.0			2.0	C0232487	C0436555
88151007	Keratoconjunctivitis	38907003	Varicella		0.0		0.0	1.0	0.3333333333333333	C0022573	C0008049
102570003	Inguinal pain	438457000	Swelling of testicle	2.0		2.0	2.0		2.0	C0239783	C2584688
14302001	Amenorrhoea	198115002	Galactorrhoea due to non-obstetric cause	1.0	1.0	2.0			1.3333333333333333	C0002453	C0235660
52441000	Atrophic vaginitis	18973006	Uterovaginal prolapse	2.0	1.0			1.0	1.3333333333333333	C0221392	C0156353
65200003	Insertion of intrauterine contraceptive device	312081001	IUD contraception	2.0		3.0	2.0		2.333333333333333	C0812450	C0344221
54398005	Acute upper respiratory infection	78667006	Dysthymia	0.0		0.0	0.0		0.0	C0264222	C0013415
288579009	Difficulty communicating	271398006	Weight steady	1.0	0.0	0.0			0.3333333333333333	C0566003	C0424657
281245003	Musculoskeletal chest pain	29857009	Chest pain			2.0	3.0	3.0	2.6666666666666665	C0476280	C0008031
162126005	Micturition stream normal	47949009	Normal libido	0.0		0.0	0.0		0.0	C0426382	C0233991
201041000000104	Asthma trigger - seasonal	340901000000107	Asthma trigger - exercise	2.0	2.0	3.0			2.333333333333333		
42157000	Closed fracture of vertebral column	60667009	Closed fracture of rib	1.0		2.0	2.0		1.6666666666666667	C0272504	C0435750
86481000	Laparotomy	387741004	Excision of cyst of ovary			2.0	2.0	1.0	1.6666666666666667	C0023038	C0195488
274392008	Examination under anaesthesia	11401008	Dilation and curettage of uterus	1.0	1.0			0.0	0.6666666666666666	C0558588	C0012358
162062008	No vomiting	161721006	Menstrual loss stable			0.0	0.0	0.0	0.0	C0375548	C0425954
24079001	Atopic dermatitis	78048006	Candidiasis	0.0	0.0			1.0	0.3333333333333333	C0011615	C0006840
161797003	H/O: breast problem	161779006	H/O: menstrual disorder			1.0	1.0	0.0	0.6666666666666666	C0438062	C0438051
63440008	Verruca plantaris	40275004	Contact dermatitis			0.0	1.0	0.0	0.3333333333333333	C0042548	C0011616
162863004	Body mass index 25-29 - overweight	183068009	Milk-free diet education	1.0	0.0			1.0	0.6666666666666666	C0424672	C0418852
410200000	Weight control education	161640005	High risk of heart disease		1.0		1.0	2.0	1.3333333333333333	C1444340	C0581228
64586002	Carotid artery stenosis	88032003	Amaurosis fugax	2.0	2.0			1.0	1.6666666666666667	C0007282	C0149793
25064002	Headache	398057008	Tension-type headache			3.0	3.0	1.0	2.333333333333333	C0018681	C0033893
16331000	Heartburn	299060006	Swelling of finger		0.0		0.0	0.0	0.0	C0018834	C0239598
7093002	Renal colic	95570007	Kidney stone	2.0		3.0	2.0		2.333333333333333	C0152169	C0022650
79654002	Oedema	249181000000100	Dementia annual review	0.0		0.0	0.0		0.0	C0013604	
249307003	Nasal symptom	161959005	C/O - catarrh			2.0	0.0	2.0	1.3333333333333333	C0231918	C0347825
197456007	Acute pancreatitis	73125001	Empyema of gallbladder			3.0	1.0	2.0	2.0	C0001339	C0014012
171221008	Heart disease screening	161615003	H/O: surgery	1.0	0.0	0.0			0.3333333333333333	C0420042	C0455610
304253006	Not for resuscitation	450476008	Not for cardiopulmonary resuscitation			3.0	3.0	3.0	3.0	C0582114	C3472262
171255006	Spirometry screening	313296004	Mild chronic obstructive pulmonary disease	1.0		2.0	2.0		1.6666666666666667	C0420059	C0730604
133906008	Postpartum care	408969000	Contraception care management	2.0		2.0	0.0		1.3333333333333333	C0032782	C1443485
201835007	Localised, primary osteoarthritis of the pelvic region and thigh	48210000	Lumbosacral spondylosis without myelopathy			2.0	1.0	2.0	1.6666666666666667	C0473748	C0158244
154283005	Pulmonary tuberculosis	161414005	H/O: tuberculosis	3.0	3.0			3.0	3.0	C0041327	C0455460
53617003	Monitoring of respiration	161920001	Respiratory symptom	1.0		2.0	2.0		1.6666666666666667	C0199438	C0037090
782559003	Asthma never causes night symptoms	170636007	Asthma never disturbs sleep	2.0	2.0	3.0			2.333333333333333	C3532856	C0586663
46263000	Cataplexy	60380001	Narcolepsy			3.0	2.0	1.0	2.0	C0007384	C0027404
165301001	Memory: important person not known	165295002	Memory: present month not knwn	2.0	2.0	3.0			2.333333333333333	C0423965	C0423959
395667001	Progestogen only oral contraceptive education	408969000	Contraception care management	3.0	2.0			3.0	2.6666666666666665	C1273096	C1443485
170415002	Booster diphtheria and tetanus double and polio vaccination	42284007	BCG vaccination		1.0		2.0	0.0	1.0	C0419759	C0199804
266717002	Hormone replacement therapy	160616005	Trying to give up smoking			1.0	0.0	0.0	0.3333333333333333	C0282402	C0425308
81765008	No pain	391002003	Number of falls in last year	1.0	0.0			0.0	0.3333333333333333	C0234225	C1272151
169826009	Single live birth	57891003	Term infant	1.0	2.0			1.0	1.3333333333333333	C0481457	C0456128
43752006	Enterocolitis	249519007	Diarrhoea and vomiting			2.0	2.0	2.0	2.0	C0014356	C0474496
171054004	Pregnancy diet education	171057006	Pregnancy alcohol education			2.0	2.0	1.0	1.6666666666666667	C0418867	C0418870
450476008	Not for cardiopulmonary resuscitation	103735009	Palliative care	3.0	1.0			2.0	2.0	C3472262	C0030231
60621009	Body mass index	171434007	Health promotion	2.0	2.0	1.0			1.6666666666666667	C1305855	C0018738
391897002	Aspiration curettage of uterus for termination of pregnancy	20475008	Bilateral endoscopic occlusion of fallopian tubes		1.0		1.0	2.0	1.3333333333333333	C0004050	C0195535
197927001	Recurrent urinary tract infection	718546008	Cystoscopy normal	1.0	2.0	2.0			1.6666666666666667	C0262655	C0863151
185273009	Seen in homoeopathy clinic	162275003	No visual symptom			0.0	0.0	0.0	0.0	C0560000	C0422942
71315007	Dyspareunia	48880000	Postcoital bleeding	2.0		3.0	2.0		2.333333333333333	C1384606	C0156406
312442005	H/O: atrial fibrillation	275526006	History of cerebrovascular accident	2.0	2.0			2.0	2.0	C0729790	C0559159
11543004	Otosclerosis	69130005	Stapedectomy		3.0		2.0	2.0	2.333333333333333	C0029899	C0038150
161925006	Productive cough-yellow sputum	195647007	Acute respiratory infections	2.0	3.0	2.0			2.333333333333333	C0425506	C0339901
183484003	Day hospital care	17293009	Bilateral segmental vasectomy and ligation	3.0	0.0			1.0	1.3333333333333333	C0420529	C0403289
441704009	Affective psychosis	13746004	Bipolar disorder	2.0	1.0	3.0			2.0	C0001723	C0005586
85551004	Hypermobility syndrome	56557000	Fibrositis		0.0		0.0	2.0	0.6666666666666666	C0152093	C0016053
312894000	Osteopenia	391040000	At risk of osteoporotic fracture	3.0	2.0	3.0			2.6666666666666665	C0029453	C1272017
41769001	Disease suspected	68711006	Eructation			0.0	0.0	0.0	0.0	C0277540	C0014724
93163002	Lipoma (clinical)	72866009	Varicose veins of lower extremity	0.0	0.0	0.0			0.0	C0023798	C0155778
171058001	Drugs in pregnancy education	171056002	Pregnancy exercise education	2.0	1.0	2.0			1.6666666666666667	C0418871	C0418869
79883001	Cyst of ovary	95315005	Uterine leiomyoma	2.0	1.0	1.0			1.3333333333333333	C0029927	C0042133
161158003	Immigrant	191891003	Nondependent cannabis abuse	0.0		0.0	0.0		0.0	C0282163	C0338705
714381000000101	Certificates administration	161891005	Backache			0.0	0.0	1.0	0.3333333333333333		C0004604
366121000000108	General practice physical activity questionnaire physical activity index: inactive	166721000000102	Joint British Societies cardiovascular disease risk ten percent to twenty percent over next ten years		1.0		1.0	0.0	0.6666666666666666		
444412001	Willing to be donor of liver	444407002	Willing to be donor of lung	2.0	2.0			0.0	1.3333333333333333	C2732900	C2732344
163513009	O/E - vertex presentation	163531005	O/E - partial engagement - 3/5	2.0	1.0			1.0	1.3333333333333333	C0437148	C0437164
4788002	Closed fracture of zygoma	207753003	Fracture of mandible, closed	1.0	2.0			1.0	1.3333333333333333	C0272476	C0159324
267022002	General symptom	83607001	Gynaecologic examination			0.0	0.0	1.0	0.3333333333333333	C0159028	C0200044
127278005	Injury of upper extremity	125598003	Injury of wrist			2.0	2.0	2.0	2.0	C0003794	C0043264
312894000	Osteopenia	391019001	Follow-up osteoporosis assessment	2.0	1.0			1.0	1.3333333333333333	C0029453	C1271998
444297006	Malnutrition universal screening tool score	817951000000100	Not socially isolated	1.0		0.0	0.0		0.3333333333333333	C2732538	
162139009	No genitourinary pain	272047006	C/O - loin pain	2.0		1.0	2.0		1.6666666666666667	C0423702	C0439040
193722001	Low vision, both eyes	129041007	Independent bathing		0.0		0.0	1.0	0.3333333333333333	C0271234	C0429985
274142002	Dupuytren's contracture	63491006	Intermittent claudication	0.0	0.0	0.0			0.0	C0013312	C0021775
21983002	Hashimoto thyroiditis	43153006	Myxoedema	1.0	3.0	2.0			2.0	C0677607	C0027145
163520002	O/E - presenting part position	163498004	O/E - gravid uterus size	1.0	2.0			1.0	1.3333333333333333	C0437154	C0437135
201091002	Skin tag	103281005	Sensation of blocked ear	0.0	0.0			1.0	0.3333333333333333	C0037293	C0522348
399153001	Vertigo	267083009	Incoordination symptom			2.0	2.0	3.0	2.333333333333333	C0042571	C0427183
386152007	Hydrocele	51070004	Varicocele		2.0		1.0	1.0	1.3333333333333333	C1720771	C0042341
401192009	Disease modifying antirheumatic drug monitoring	847261000000104	Rheumatoid arthritis annual review	2.0	1.0	2.0			1.6666666666666667	C1303166	
277132007	Therapeutic procedure	177184002	Normal delivery procedure		0.0		0.0	0.0	0.0	C0087111	C0269694
82991003	Generalised aches and pains	95891005	Influenza-like illness	1.0		0.0	0.0		0.3333333333333333	C0281856	C0521839
48194001	Pregnancy-induced hypertension	61586001	Delivery by vacuum extraction	1.0	0.0			0.0	0.3333333333333333	C0852036	C0042225
268645007	Nondependent alcohol abuse	276853009	Self inflicted injury	1.0		2.0	2.0		1.6666666666666667	C0338709	C0480203
208321007	Smith's fracture - closed	739677000	Spouse deceased		0.0		0.0	0.0	0.0	C0272643	C2019034
509341000000107	Petit-mal epilepsy	84757009	Epilepsy	3.0	3.0	3.0			3.0		C0014544
125601008	Injury of knee	125594001	Injury of shoulder region	1.0	0.0			0.0	0.3333333333333333	C0022744	C0149776
63148005	Murder	71642004	Fracture of skull	3.0	2.0			0.0	1.6666666666666667	C0086660	C0037304
169673001	Antenatal RhD antibody screening	312404004	Antenatal blood tests	2.0		2.0	3.0		2.333333333333333	C0419577	C0729751
1022591000000107	Monocyte count	271240001	Serum calcium measurement	0.0		0.0	1.0		0.3333333333333333		C0728876
162158000	Vaginal discharge present	275321000	Vulva sore	1.0	1.0	0.0			0.6666666666666666	C0425924	C0555976
161772002	H/O: oral contraceptive usage	161715007	Usual duration of menstrual flow			1.0	1.0	3.0	1.6666666666666667	C0438046	C0425944
64905009	Paranoid schizophrenia	66214007	Substance abuse	2.0		2.0	1.0		1.6666666666666667	C0036349	C0740858
128870005	Crusted scabies	81000006	Pediculosis capitis		1.0		1.0	1.0	1.0	C0028425	C0030757
275106000	No FH: Angina	170804003	Ideal body weight	1.0	0.0	0.0			0.3333333333333333	C0559114	C0421272
22253000	Pain	381531000000108	Regular contact with family	0.0	0.0	0.0			0.0	C0030193	
300471000000101	Abstinent from substance misuse	716186003	No known allergy			0.0	0.0	0.0	0.0		C0262580
247472004	Weal	418290006	Itching		2.0		2.0	2.0	2.0	C0221232	C0033774
231504006	Mixed anxiety and depressive disorder	225624000	Panic attack			3.0	2.0	2.0	2.333333333333333	C0338908	C0086769
313204009	Lifestyle education	59621000	Essential hypertension	3.0		2.0	2.0		2.333333333333333	C0730543	C0085580
81418003	Nummular eczema	446096008	Perennial allergic rhinitis		1.0		2.0	1.0	1.3333333333333333	C0085656	C0035457
2904007	Male infertility	88311004	Oligozoospermia	2.0		3.0	2.0		2.333333333333333	C0021364	C0868910
161947006	Nocturnal cough / wheeze	268511007	Respiratory disease monitoring	1.0	2.0	3.0			2.0	C0438985	C0421217
416098002	Allergy to drug	266883004	Family history of neoplasm			0.0	0.0	0.0	0.0	C0013182	C0573984
165234001	Bladder: fully continent	161035003	Not on a special diet			0.0	0.0	0.0	0.0	C0429962	C0424980
267062003	Genitourinary symptoms	197927001	Recurrent urinary tract infection	2.0	2.0			3.0	2.333333333333333	C0426317	C0262655
171221008	Heart disease screening	169443000	Preventive procedure	0.0	1.0	0.0			0.3333333333333333	C0420042	C0199176
272027003	C/O - a headache	398057008	Tension-type headache	3.0		2.0	2.0		2.333333333333333	C0439024	C0033893
171250001	Urine screening normal	163548002	O/E - fetal heart 120-160			0.0	0.0	0.0	0.0	C0438141	C0437179
272033007	Deafness symptom	162130008	Terminal dribbling of urine	0.0	0.0			0.0	0.0	C0439029	C0426389
84292000	Menstrual period late	58532003	Unwanted pregnancy	2.0		0.0	2.0		1.3333333333333333	C0240322	C0032995
51868009	Duodenal ulcer disease	8765009	Haematemesis	2.0	1.0			2.0	1.6666666666666667	C0013295	C0018926
169553002	Insertion of subcutaneous contraceptive	408969000	Contraception care management	2.0	2.0			3.0	2.333333333333333	C0458128	C1443485
171245007	Urine screening	171208001	Alcohol consumption screening	0.0	0.0			0.0	0.0	C1533688	C0420032
12676007	Fracture of radius	54556006	Fracture of ulna		2.0		2.0	1.0	1.6666666666666667	C0034628	C0041601
79879001	Breath smells unpleasant	162382001	C/O - postnasal drip	1.0	1.0			2.0	1.3333333333333333	C0018520	C0436557
161497002	H/O: hearing problem	266993007	H/O: CNS disorder			2.0	2.0	2.0	2.0	C0455524	C0455508
30677002	Choanal polyp	315234002	Secondary prevention		0.0		0.0	0.0	0.0	C0008298	C0679699
439958008	Sampling of cervix for Papanicolaou smear	274407009	Intrauterine device check	1.0		0.0	1.0		0.6666666666666666	C2585932	C0559236
313204009	Lifestyle education	443288003	Lifestyle education regarding diet		2.0		2.0	2.0	2.0	C0730543	C2733440
161881004	No stiff neck	162298006	No headache		1.0		2.0	2.0	1.6666666666666667	C0427043	C0423624
6471006	Suicidal thoughts	26329005	Poor concentration	2.0		2.0	2.0		2.0	C0424000	C0233417
10052007	Male structure	275122004	FH: Myocardial infarction at less than 60	1.0	1.0			2.0	1.3333333333333333	C0086582	C0559132
169838000	Baby male	169811007	Birth detail		1.0		2.0	1.0	1.3333333333333333	C0419384	C0005603
24079001	Atopic dermatitis	446096008	Perennial allergic rhinitis	2.0	1.0	2.0			1.6666666666666667	C0011615	C0035457
13197004	Contraception	11381005	Acne			1.0	0.0	1.0	0.6666666666666666	C0700589	C0702166
161891005	Backache	279039007	Low back pain			3.0	3.0	2.0	2.6666666666666665	C0004604	C0024031
87557004	Urge incontinence of urine	75088002	Urgent desire to urinate	1.0	1.0			2.0	1.3333333333333333	C0150045	C0085606
247761005	Reduced concentration	314938000	Poor sleep pattern			2.0	2.0	1.0	1.6666666666666667	C0424099	C1277595
162005007	No tooth problem	353991000000105	No fear of falls			0.0	0.0	0.0	0.0	C0426482	
267064002	Retention of urine	275413005	Blocked catheter	2.0	2.0	2.0			2.0	C0080274	C0554314
160625004	Date ceased smoking	8517006	Ex-smoker	2.0		2.0	2.0		2.0	C0586982	C0337671
294901000000102	Subject to certificate of authority issued under the Adults with Incapacity (Scotland) Act 2000	56267009	Multi-infarct dementia	2.0	0.0	1.0			1.0		C0011263
240539000	Plane wart	285365001	Pain in toe	2.0	0.0			1.0	1.0	C0276262	C0241416
64531003	Nasal discharge	315642008	Influenza-like symptoms	3.0		3.0	2.0		2.6666666666666665	C1260880	C0392171
366171000000107	General practice physical activity questionnaire physical activity index: moderately inactive	401048005	Hypertension six month review	0.0	1.0			1.0	0.6666666666666666		C1303075
16607004	Missed miscarriage	417044008	Hydatidiform mole, benign	1.0		1.0	1.0		1.0	C0000814	C0549315
401116008	Wearing seat belt	102556003	Pain in upper limb	1.0	0.0			0.0	0.3333333333333333	C1303116	C0239377
416608005	Drug therapy	169443000	Preventive procedure	0.0	1.0			0.0	0.3333333333333333	C0013216	C0199176
282100009	Adverse reaction to substance	387713003	Surgical procedure	3.0	0.0			0.0	1.0	C0559966	C0543467
390792008	Target international normalised ratio	268526009	Warfarin monitoring			2.0	2.0	3.0	2.333333333333333	C1272307	C0419968
400010006	Melanocytic naevus of skin	90834002	Pain in limb	1.0		0.0	0.0		0.3333333333333333	C3665593	C0030196
162134004	Urine looks normal	103391001	Urgent		1.0		2.0	1.0	1.3333333333333333	C0426393	C0439609
281078001	Education about alcohol consumption	161035003	Not on a special diet		0.0		0.0	0.0	0.0	C0418859	C0424980
116141005	Abdominal hysterectomy	236886002	Hysterectomy			3.0	2.0	3.0	2.6666666666666665	C0404077	C0020699
123963007	Disorder of cholesterol metabolism	81953000	Chest pain on exertion			2.0	1.0	3.0	2.0	C0342877	C0232288
283387008	Laceration of lower leg	216377007	Place of occurrence of accident or poisoning, seashore resort	3.0	1.0			2.0	2.0	C0561263	C0431230
473209001	Diabetic erectile dysfunction review	170777000	Diabetic annual review			3.0	2.0	2.0	2.333333333333333	C3532696	C0581004
444385008	Willing to be donor of heart	444412001	Willing to be donor of liver	2.0	1.0	2.0			1.6666666666666667	C2732382	C2732900
128045006	Cellulitis	240033006	Postcalcaneal bursitis		0.0		1.0	0.0	0.3333333333333333	C0007642	C0410130
249256004	Tight frenulum of foreskin	46090001	Balanoposthitis	2.0	1.0			3.0	2.0	C0426341	C0004691
254845004	Fibroadenoma of breast	65877006	Fibroadenoma	2.0	3.0	2.0			2.333333333333333	C0178421	C0206650
162156001	Vaginal discharge symptom	289530006	Vaginal bleeding	1.0	2.0			2.0	1.6666666666666667	C0438692	C2979982
161465002	H/O: dementia	279992002	Recurrent falls		2.0		2.0	2.0	2.0	C0455499	C0458990
